player_id,device_model,tutorial_started,tutorial_completed,first_match,city_build,retained_1d,retained_7d,retained_30d,levels_completed,sessions_played,days_retained,spend_amount
P02240,KL5,0,0,0,0,0,0,0,1,2,12,0.0
P02241,CPH2631,1,1,0,0,0,0,0,8,13,8,0.0
P02242,SM-A055F,1,1,1,0,1,0,0,10,18,28,0.0
P02243,C31,1,1,0,0,0,0,0,11,18,23,0.0
P02244,U318AA,0,0,0,0,1,0,0,1,5,24,0.0
P02245,TB328XU,1,0,0,0,0,0,0,4,5,5,0.0
P02246,A671L,1,1,0,0,1,1,0,7,8,18,0.0
P02247,SM-A065F,1,0,0,0,0,0,0,2,9,12,0.0
P02248,SM-G991U,1,1,1,1,1,0,0,9,15,13,0.0
P02249,23129RAA4G,1,1,0,0,0,0,0,11,16,4,0.0
P02250,2409BRN2CA,0,0,0,0,0,0,0,1,8,10,0.0
P02251,SM-A032F,1,1,1,1,1,0,0,9,15,11,0.0
P02252,L10,1,0,0,0,0,0,0,1,4,16,0.0
P02253,CH6,1,1,1,1,0,0,0,2,4,13,0.0
P02254,SM-A705FN,1,0,0,0,0,0,0,1,2,5,0.0
P02255,Infinity 9,1,1,1,1,0,0,0,12,21,2,0.0
P02256,SM-X205,1,0,0,0,1,0,0,5,14,21,0.0
P02257,SM-A107F,1,1,0,0,0,0,0,6,8,14,0.0
P02258,SM-A125F,1,1,1,1,0,0,0,8,15,12,0.0
P02259,24048RN6CG,1,1,0,0,0,0,0,9,17,4,0.0
P02260,BG6i,1,1,1,1,0,0,0,7,9,27,0.0
P02261,CPH2179,0,0,0,0,0,0,0,3,5,16,0.0
P02262,SM-A515F,1,1,1,1,1,1,0,6,9,15,0.0
P02263,BKK-LX2,1,1,1,1,1,0,0,15,22,8,0.0
P02264,KC8,1,1,1,0,0,0,0,10,18,11,0.0
P02265,RMX3690,1,0,0,0,1,1,1,2,9,18,0.0
P02266,CD7,1,1,1,0,0,0,0,9,12,8,0.0
P02267,X665,1,0,0,0,0,0,0,1,9,27,0.0
P02268,SM-X110,1,0,0,0,0,0,0,1,2,8,8.513373574463905
P02269,SM-A155F,1,1,1,0,0,0,0,7,13,8,0.0
P02270,STK-L21,1,1,1,1,0,0,0,12,21,10,0.0
P02271,SM-A032F,0,0,0,0,0,0,0,1,8,13,0.0
P02272,KG5j,1,1,0,0,1,1,0,3,5,9,0.0
P02273,S665L,0,0,0,0,0,0,0,3,4,4,0.0
P02274,Moto E14,1,1,0,0,0,0,0,10,18,9,0.0
P02275,KYV43,1,1,1,1,0,0,0,7,10,14,0.0
P02276,KG5p,1,0,0,0,0,0,0,2,7,2,0.0
P02277,V2027,1,1,1,0,0,0,0,16,21,24,3.8554835949753423
P02278,KD7,1,0,0,0,0,0,0,1,10,12,0.0
P02279,PR652B,1,1,0,0,0,0,0,9,17,12,0.0
P02280,SM-A065F,1,0,0,0,1,1,0,1,3,15,0.0
P02281,KI5k,1,1,1,0,0,0,0,13,15,7,0.0
P02282,X6525D,0,0,0,0,1,0,0,0,5,6,0.0
P02283,CG6,1,1,0,0,0,0,0,4,9,5,0.0
P02284,SM-A055F,1,1,1,0,0,0,0,7,14,22,0.0
P02285,BF6,1,1,1,1,1,0,0,9,17,14,0.0
P02286,SM-A165F,1,0,0,0,1,0,0,4,8,1,0.0
P02287,9032X_EEA,1,1,0,0,1,0,0,6,9,7,0.0
P02288,X20,1,1,1,1,0,0,0,3,7,2,0.0
P02289,KI7,1,1,1,0,1,1,0,9,12,3,0.0
P02290,KJ5,1,1,1,0,0,0,0,6,15,14,0.0
P02291,W6004,1,1,0,0,1,1,0,6,7,2,0.0
P02292,SM-A165F,1,0,0,0,0,0,0,1,6,26,0.0
P02293,BG6m,0,0,0,0,0,0,0,3,5,17,0.0
P02294,SM-A107F,1,1,1,1,1,0,0,7,12,23,0.0
P02295,SM-A055F,1,0,0,0,0,0,0,3,10,30,0.0
P02296,SM-A055F,1,1,0,0,0,0,0,8,11,6,0.0
P02297,BG6,1,1,1,0,0,0,0,5,8,18,0.0
P02298,SM-A055F,1,0,0,0,0,0,0,2,6,14,1.1321389178552375
P02299,SM-A032F,1,1,0,0,0,0,0,9,13,26,0.0
P02300,23106RN0DA,1,0,0,0,0,0,0,3,10,17,0.0
P02301,ATU-L31,0,0,0,0,1,1,1,3,5,12,0.0
P02302,SM-X205,1,1,0,0,0,0,0,8,16,1,0.0
P02303,STK-L21,1,0,0,0,0,0,0,2,9,7,0.0
P02304,X6516,1,0,0,0,0,0,0,1,7,5,0.0
P02305,SM-A115A,0,0,0,0,1,0,0,3,8,4,0.0
P02306,A669L,1,0,0,0,0,0,0,4,11,9,0.0
P02307,SM-A032F,1,1,1,1,1,0,0,10,19,11,0.0
P02308,23053RN02A,0,0,0,0,1,1,0,2,4,9,0.0
P02309,2409BRN2CA,1,0,0,0,1,1,1,2,8,6,0.0
P02310,SM-X115,1,1,0,0,1,0,0,7,9,16,0.0
P02311,KD7,1,0,0,0,0,0,0,3,6,6,7.894846309482666
P02312,1902,1,0,0,0,1,0,0,4,13,11,0.0
P02313,CPH2591,1,1,1,0,0,0,0,10,16,21,0.0
P02314,SM-X110,1,0,0,0,0,0,0,3,9,9,12.69160303631935
P02315,SM-T715,1,1,0,0,0,0,0,9,15,29,0.0
P02316,BF6,1,0,0,0,0,0,0,2,4,8,1.6504348743237758
P02317,SM-A165F,1,1,1,1,0,0,0,8,14,7,0.0
P02318,X669,1,1,1,1,1,1,1,6,11,9,0.0
P02319,C32,1,0,0,0,0,0,0,3,10,7,0.0
P02320,BF7,0,0,0,0,1,0,0,1,4,15,0.0
P02321,CPH2483,1,1,1,0,0,0,0,10,15,19,0.0
P02322,SM-N960U,0,0,0,0,0,0,0,0,1,6,0.0
P02323,RMX3690,1,1,1,0,0,0,0,9,12,3,0.0
P02324,X6528,1,0,0,0,0,0,0,1,3,15,0.0
P02325,BD2,1,0,0,0,1,1,0,3,8,4,0.0
P02326,RMX3938,1,0,0,0,0,0,0,2,11,13,0.0
P02327,X665E,1,1,0,0,0,0,0,10,18,13,0.0
P02328,SM-A055F,1,0,0,0,0,0,0,2,11,7,0.0
P02329,SM-A137F,0,0,0,0,0,0,0,3,5,15,0.0
P02330,SM-A055F,1,0,0,0,0,0,0,3,7,11,0.0
P02331,KI5k,1,0,0,0,1,1,1,1,9,1,0.0
P02332,SM-A055F,0,0,0,0,0,0,0,4,6,14,0.0
P02333,SM-A115F,1,1,1,1,1,1,0,10,13,7,0.0
P02334,X6819,0,0,0,0,0,0,0,4,13,13,0.0
P02335,2409BRN2CA,1,0,0,0,0,0,0,3,6,10,0.0
P02336,23129RN51X,1,1,0,0,0,0,0,8,11,17,0.0
P02337,SM-T225N,1,1,1,0,0,0,0,4,6,3,0.0
P02338,SM-A127F,1,1,0,0,1,0,0,11,14,8,0.0
P02339,2409BRN2CA,1,0,0,0,0,0,0,1,5,8,3.135150171909608
P02340,V2332,1,1,1,1,1,0,0,15,24,15,0.0
P02341,KH7,1,0,0,0,0,0,0,2,5,7,0.0
P02342,SM-A065F,1,0,0,0,1,1,1,8,11,2,0.0
P02343,SM-A065F,1,0,0,0,1,0,0,1,10,6,0.0
P02344,SM-A135F,1,0,0,0,1,0,0,2,4,25,0.0
P02345,iPad Air 2,1,1,1,0,0,0,0,7,14,23,0.0
P02346,AMN-LX9,1,1,1,1,1,0,0,8,13,2,8.330662988078315
P02347,LDN-L21,1,1,1,0,0,0,0,5,14,18,3.1317774481023166
P02348,X6525D,1,1,1,1,0,0,0,5,14,9,0.0
P02349,X657B,1,1,1,0,0,0,0,13,16,13,0.0
P02350,SM-A055F,1,1,0,0,0,0,0,7,16,10,0.0
P02351,Neon Ray Pro,1,1,0,0,0,0,0,9,14,18,0.0
P02352,SM-A235M,1,1,1,1,1,1,0,6,8,7,0.0
P02353,M2006C3MG,1,1,0,0,1,1,0,8,9,17,0.0
P02354,iPhone 6s Plus,1,0,0,0,0,0,0,1,6,13,0.0
P02355,DRA-LX5,1,0,0,0,0,0,0,2,9,23,0.0
P02356,2409BRN2CA,1,0,0,0,1,0,0,1,9,10,0.0
P02357,SM-T713,1,0,0,0,1,0,0,2,4,10,0.0
P02358,SM-A065F,1,1,1,1,0,0,0,10,14,3,0.0
P02359,X657C,1,1,0,0,0,0,0,6,11,1,0.0
P02360,BF6,1,1,0,0,0,0,0,9,18,10,0.0
P02361,SM-A055F,1,1,1,0,0,0,0,9,11,12,0.0
P02362,C32,1,0,0,0,1,1,1,3,4,3,0.0
P02363,X6516,1,0,0,0,0,0,0,5,9,23,0.0
P02364,S665L,1,0,0,0,0,0,0,2,9,3,0.0
P02365,22120RN86G,1,1,1,0,0,0,0,12,20,14,0.0
P02366,SM-A055F,1,0,0,0,0,0,0,4,7,15,0.0
P02367,2409BRN2CA,1,1,0,0,0,0,0,8,15,8,4.772034655557523
P02368,23028RNCAG,1,1,1,1,0,0,0,12,14,2,0.0
P02369,SM-X115,1,1,0,0,0,0,0,9,17,9,0.0
P02370,X653,1,0,0,0,0,0,0,1,7,2,6.143157430917417
P02371,Moto E14,1,1,0,0,0,0,0,9,15,1,0.0
P02372,X6511G,1,0,0,0,0,0,0,2,10,15,0.0
P02373,A83,1,1,1,1,1,0,0,12,21,11,0.0
P02374,SM-A125F,1,1,1,1,0,0,0,9,17,2,0.0
P02375,SM-A307FN,0,0,0,0,0,0,0,2,9,13,0.0
P02376,SM-A165F,1,0,0,0,0,0,0,4,13,4,0.0
P02377,X6528,1,1,1,1,1,1,1,5,8,13,0.0
P02378,RNE-L21,1,0,0,0,1,0,0,1,2,20,0.0
P02379,SM-T295,1,1,1,1,0,0,0,5,9,16,0.0
P02380,SM-A528B,0,0,0,0,0,0,0,0,5,10,0.0
P02381,24116RACCG,1,0,0,0,1,1,0,2,7,1,0.0
P02382,V2207,1,0,0,0,0,0,0,0,7,15,0.0
P02383,TB-7305X,1,1,1,0,0,0,0,11,12,28,0.0
P02384,SM-A125F,1,1,1,1,1,0,0,6,7,3,0.0
P02385,SM-A145F,1,1,1,1,1,0,0,5,9,2,0.0
P02386,C31,1,1,1,0,0,0,0,9,15,17,0.0
P02387,SM-A127F,1,1,1,0,1,1,1,6,8,18,0.20734972417849384
P02388,KG5p,1,1,1,0,0,0,0,9,15,19,0.0
P02389,SM-A3460,0,0,0,0,0,0,0,3,8,28,0.0
P02390,JAT-L29,1,1,1,1,0,0,0,8,10,2,0.0
P02391,C22,1,0,0,0,1,0,0,2,4,7,0.0
P02392,X6525,0,0,0,0,0,0,0,2,10,7,0.0
P02393,SM-A125F,1,1,1,1,1,1,1,10,19,5,0.0
P02394,BF6,1,1,1,0,0,0,0,9,12,16,0.0
P02395,X695,1,1,1,0,1,0,0,10,13,7,0.0
P02396,SM-X115,1,1,0,0,0,0,0,7,10,3,0.0
P02397,KL4,1,1,1,0,1,0,0,9,14,15,0.0
P02398,SM-A055F,1,1,1,0,0,0,0,8,17,4,0.0
P02399,SM-X210,1,0,0,0,0,0,0,4,12,23,0.0
P02400,SM-A137F,1,1,1,0,0,0,0,14,21,19,0.0
P02401,23106RN0DA,1,1,1,1,0,0,0,4,11,17,0.0
P02402,SM-A065F,1,0,0,0,0,0,0,2,9,7,0.0
P02403,25028RN03A,1,1,1,0,0,0,0,11,20,16,0.0
P02404,24048RN6CG,1,1,1,0,0,0,0,10,15,14,0.0
P02405,KG7h,0,0,0,0,0,0,0,0,5,6,0.0
P02406,Neon Ray Ultra M,1,1,1,0,0,0,0,6,14,2,0.0
P02407,X6525D,1,1,1,0,1,0,0,7,12,19,0.0
P02408,BG6,1,1,0,0,0,0,0,9,11,1,0.0
P02409,SM-A505G,0,0,0,0,0,0,0,3,4,5,0.0
P02410,SM-T225N,0,0,0,0,0,0,0,2,6,6,0.0
P02411,JAT-L29,1,1,1,1,0,0,0,9,17,3,0.0
P02412,BF6,1,0,0,0,0,0,0,0,8,4,4.731461084559427
P02413,S665L,1,0,0,0,0,0,0,2,9,1,0.0
P02414,SM-A055F,0,0,0,0,0,0,0,1,7,28,0.0
P02415,KD7,1,0,0,0,0,0,0,2,5,14,0.0
P02416,TB-X104F,1,1,0,0,0,0,0,8,16,18,0.0
P02417,KG5j,1,0,0,0,0,0,0,1,4,8,0.0
P02418,SM-A055F,1,0,0,0,0,0,0,2,3,18,0.0
P02419,SM-A055F,1,0,0,0,0,0,0,0,8,13,0.0
P02420,KG5j,1,0,0,0,0,0,0,2,4,19,0.0
P02421,KL4,0,0,0,0,1,1,0,2,8,18,0.0
P02422,SM-A055F,1,1,0,0,0,0,0,5,14,15,0.0
P02423,V2419,1,1,1,1,1,1,0,8,14,16,0.0
P02424,RMX3834,1,1,1,1,0,0,0,6,10,9,0.0
P02425,A665L,1,0,0,0,1,0,0,1,9,12,0.0
P02426,SM-A530F,1,1,1,1,0,0,0,6,7,4,0.0
P02427,2409BRN2CA,1,1,1,1,0,0,0,8,12,7,0.0
P02428,SCV40,1,1,1,1,0,0,0,8,14,13,0.0
P02429,24048RN6CG,1,1,0,0,0,0,0,10,14,6,0.0
P02430,U40,1,1,1,1,0,0,0,9,12,10,0.0
P02431,SM-A515F,0,0,0,0,1,1,0,3,9,16,0.0
P02432,E71,1,1,0,0,0,0,0,10,18,29,0.0
P02433,Pad 70,1,1,1,0,0,0,0,6,12,12,0.0
P02434,A665L,1,0,0,0,1,0,0,4,5,14,0.0
P02435,SM-M515F,1,1,1,0,0,0,0,5,8,2,0.0
P02436,KG5j,0,0,0,0,1,0,0,1,9,9,0.0
P02437,KG5j,1,1,1,1,1,0,0,10,11,16,0.0
P02438,23106RN0DA,1,1,1,0,1,1,1,11,19,4,0.0
P02439,X688B,1,1,1,0,0,0,0,7,14,4,0.0
P02440,KL4,1,1,1,1,0,0,0,4,10,28,0.0
P02441,SM-A045F,1,0,0,0,0,0,0,4,5,1,0.0
P02442,X688B,1,1,1,1,0,0,0,6,15,25,0.0
P02443,SM-G975U,0,0,0,0,0,0,0,2,11,26,0.0
P02444,Tab 60,1,1,1,1,0,0,0,10,14,17,0.0
P02445,A667L,1,0,0,0,0,0,0,0,1,2,0.0
P02446,X6528,1,0,0,0,0,0,0,0,5,11,0.21084434013786257
P02447,KI5k,1,0,0,0,0,0,0,2,7,3,0.0
P02448,KJ5,0,0,0,0,0,0,0,7,12,1,0.0
P02449,SM-A055F,1,1,0,0,1,1,0,9,13,18,8.791410775056258
P02450,SM-X115,1,0,0,0,0,0,0,2,3,19,0.0
P02451,SM-A057F,1,1,1,0,0,0,0,9,10,3,0.0
P02452,X5515,1,1,1,1,0,0,0,6,9,13,0.0
P02453,SM-A105F,1,1,0,0,0,0,0,8,15,26,0.0
P02454,SM-X115,1,0,0,0,0,0,0,5,12,4,0.0
P02455,V651W,1,1,1,1,0,0,0,9,15,15,0.0
P02456,BF6,1,1,1,1,0,0,0,6,10,29,0.0
P02457,KC8,1,0,0,0,0,0,0,1,6,9,0.0
P02458,KG6,1,1,0,0,1,0,0,20,28,2,0.0
P02459,X6531,1,0,0,0,0,0,0,3,4,7,0.0
P02460,SM-A047F,1,0,0,0,1,0,0,5,9,26,0.0
P02461,T432W,1,0,0,0,1,0,0,1,7,9,0.0
P02462,M2006C3LI,1,1,0,0,0,0,0,3,11,13,0.0
P02463,LE6,0,0,0,0,1,0,0,2,9,2,0.0
P02464,DUB-LX1,1,1,0,0,0,0,0,8,9,18,0.0
P02465,220733SFG,1,1,1,1,1,1,0,8,14,18,0.0
P02466,KJ5,1,0,0,0,0,0,0,2,3,13,0.0
P02467,A669L,1,0,0,0,0,0,0,1,7,2,0.0
P02468,SM-A055F,1,0,0,0,1,0,0,0,5,13,0.0
P02469,JKM-LX1,1,1,0,0,0,0,0,8,9,1,0.0
P02470,A512W,1,0,0,0,1,0,0,1,2,28,0.0
P02471,SM-A155F,1,0,0,0,0,0,0,0,4,14,4.244327482584372
P02472,TB-X104F,1,1,1,0,1,0,0,8,14,3,0.0
P02473,KG5h,1,1,1,0,0,0,0,9,15,1,0.0
P02474,BD4j,1,1,1,1,1,1,0,8,17,5,4.537148114455491
P02475,X657C,1,1,1,1,1,1,0,9,13,20,0.0
P02476,T431U,1,1,0,0,0,0,0,9,17,7,0.0
P02477,BF6,1,0,0,0,1,0,0,2,8,21,0.0
P02478,SM-G991B,1,1,1,0,0,0,0,11,20,4,0.0
P02479,2409BRN2CA,1,1,1,0,0,0,0,10,17,23,0.0
P02480,CE8,1,1,0,0,0,0,0,7,11,12,0.0
P02481,SM-A165F,1,1,0,0,1,0,0,11,18,20,0.0
P02482,CA8,1,0,0,0,0,0,0,2,10,5,0.0
P02483,5.1 Plus,1,0,0,0,0,0,0,0,3,18,0.0
P02484,KL4,1,1,1,0,0,0,0,8,10,27,0.0
P02485,CPH2641,1,1,0,0,1,1,0,6,14,8,0.0
P02486,M3,1,1,0,0,0,0,0,11,15,25,0.0
P02487,SM-A235F,1,1,1,1,0,0,0,6,7,2,0.0
P02488,CPH2273,1,1,1,0,0,0,0,8,10,9,3.612782619996173
P02489,X6511B,1,0,0,0,0,0,0,4,11,5,0.0
P02490,C22,1,1,0,0,0,0,0,6,11,5,0.0
P02491,A665L,1,0,0,0,0,0,0,3,10,8,0.0
P02492,BG6m,1,0,0,0,1,0,0,2,5,12,0.0
P02493,SM-G975U,1,1,1,0,0,0,0,11,15,7,0.0
P02494,KG5j,1,1,0,0,0,0,0,9,12,8,0.0
P02495,STK-L21,1,0,0,0,1,0,0,0,8,10,0.0
P02496,CPH2591,0,0,0,0,1,0,0,0,1,5,0.0
P02497,22120RN86G,1,1,1,1,0,0,0,5,10,20,0.0
P02498,RB8S,1,1,1,1,0,0,0,7,11,19,0.0
P02499,M2007J3SY,1,1,1,1,1,1,1,9,17,7,0.0
P02500,25028RN03A,1,1,1,0,0,0,0,8,17,13,0.0
P02501,M10,1,1,0,0,1,1,1,5,6,3,0.0
P02502,iPhone 12,1,1,0,0,0,0,0,11,14,21,0.0
P02503,SM-X216B,1,0,0,0,1,1,1,1,8,18,0.0
P02504,SH-02M,1,1,0,0,1,0,0,6,13,26,0.0
P02505,KJ5,1,1,1,1,0,0,0,6,9,19,0.0
P02506,2409BRN2CA,0,0,0,0,0,0,0,1,7,12,0.0
P02507,SM-G930F,1,1,0,0,0,0,0,9,15,8,0.0
P02508,A667L,0,0,0,0,0,0,0,6,11,7,0.0
P02509,2.3,1,1,1,1,1,0,0,13,16,1,0.0
P02510,CP10,1,1,1,1,1,1,1,4,12,15,0.0
P02511,SM-A055F,1,1,1,0,1,0,0,11,19,23,0.0
P02512,SM-A146P,0,0,0,0,0,0,0,4,7,15,0.0
P02513,SM-T295,1,1,1,1,0,0,0,13,14,8,1.5814366870103145
P02514,STK-L21,1,1,0,0,1,0,0,11,14,27,0.0
P02515,SM-A256E,1,1,1,1,1,1,0,9,13,12,9.483902909854967
P02516,LG-K332,1,1,0,0,1,1,0,4,6,10,0.0
P02517,SM-A055F,1,1,0,0,0,0,0,11,20,3,0.0
P02518,SM-A022F,0,0,0,0,0,0,0,5,9,3,0.0
P02519,CD6,1,0,0,0,1,0,0,1,8,8,0.0
P02520,CPH2083,1,1,1,0,0,0,0,9,16,14,0.0
P02521,A83,1,0,0,0,0,0,0,4,11,4,0.0
P02522,BF6,1,1,1,0,0,0,0,8,15,26,0.0
P02523,X6516,1,1,1,1,1,1,1,4,10,5,0.0
P02524,SM-A135F,1,0,0,0,1,1,1,2,8,27,0.0
P02525,CI8,1,1,1,1,0,0,0,7,10,8,0.0
P02526,SM-A165F,1,0,0,0,1,1,1,0,8,5,0.0
P02527,BG6m,1,1,1,0,0,0,0,9,17,4,0.0
P02528,SM-A310F,1,1,1,0,1,1,0,4,11,26,0.0
P02529,SM-A055F,1,1,1,0,0,0,0,7,8,13,0.0
P02530,X626B,1,1,0,0,1,0,0,6,15,1,0.0
P02531,iPhone 11,1,1,0,0,0,0,0,12,14,12,0.0
P02532,SM-A105FN,1,1,1,0,0,0,0,9,18,23,0.0
P02533,X6516,1,1,0,0,1,1,1,10,19,3,0.0
P02534,SM-A055F,1,1,0,0,0,0,0,10,11,8,0.0
P02535,iPhone 7 Plus,1,1,1,0,0,0,0,9,14,17,0.0
P02536,U2,1,1,1,1,0,0,0,8,12,5,0.0
P02537,KJ7,1,0,0,0,1,1,0,4,11,27,0.0
P02538,BF6,1,0,0,0,1,1,1,2,8,17,0.0
P02539,NEON RAY 2,1,1,0,0,0,0,0,10,19,6,0.0
P02540,JDY-LX1,1,0,0,0,0,0,0,0,1,4,0.0
P02541,23021RAAEG,1,1,1,0,0,0,0,9,13,28,0.0
P02542,Blade A34,1,0,0,0,1,1,1,1,5,13,0.0
P02543,iPad,0,0,0,0,0,0,0,1,3,15,0.0
P02544,M2006C3MG,1,1,0,0,0,0,0,6,14,21,0.0
P02545,SM-A032F,1,1,0,0,0,0,0,8,13,6,0.0
P02546,S665L,1,1,1,0,0,0,0,7,9,8,0.0
P02547,SM-A065F,1,1,1,1,0,0,0,10,19,8,0.0
P02548,25028RN03A,1,1,1,1,1,1,1,3,10,8,0.0
P02549,25028RN03A,1,0,0,0,1,1,0,2,5,23,0.0
P02550,SM-A065F,1,0,0,0,1,1,1,0,5,28,0.0
P02551,X6532C,1,1,1,0,0,0,0,10,19,5,0.0
P02552,2409BRN2CA,1,1,1,0,0,0,0,10,15,16,0.0
P02553,SLA-L22,1,1,1,1,1,1,0,9,18,22,0.0
P02554,CPH2145,1,0,0,0,1,0,0,4,7,1,4.104967551603956
P02555,SM-A065F,1,0,0,0,0,0,0,1,9,9,7.992638535770213
P02556,Razr 40s,1,1,0,0,0,0,0,5,12,18,0.0
P02557,A671L,1,1,1,0,0,0,0,9,13,2,0.0
P02558,X6516,1,1,1,0,0,0,0,3,4,14,0.0
P02559,SM-A065F,1,1,0,0,0,0,0,15,17,5,0.0
P02560,M2006C3LG,1,0,0,0,0,0,0,3,10,2,0.0
P02561,CPH2631,1,0,0,0,1,1,1,1,7,2,0.0
P02562,SM-T220,1,1,0,0,1,0,0,9,12,12,0.0
P02563,SM-A055F,1,1,1,1,0,0,0,7,10,10,0.0
P02564,SM-A065F,0,0,0,0,0,0,0,3,8,7,0.0
P02565,SM-A047F,1,1,0,0,0,0,0,8,14,19,0.0
P02566,X6516,1,1,1,0,1,1,0,4,8,8,0.0
P02567,SM-A155F,1,1,1,1,0,0,0,9,15,17,0.0
P02568,SM-A165F,1,1,1,0,0,0,0,10,13,13,0.0
P02569,C2 2nd Edition,1,1,0,0,1,0,0,6,9,20,0.0
P02570,Pixel 2 XL,1,1,1,1,0,0,0,8,17,8,0.0
P02571,25028RN03A,0,0,0,0,0,0,0,3,10,15,0.0
P02572,701LV,1,0,0,0,0,0,0,4,8,8,0.0
P02573,SM-A145F,1,1,0,0,1,1,0,7,10,13,0.0
P02574,SM-A022F,1,0,0,0,0,0,0,1,8,7,0.0
P02575,BG6,1,0,0,0,0,0,0,1,9,11,0.0
P02576,CPH2015,1,0,0,0,0,0,0,3,12,10,0.0
P02577,J9210,1,1,1,1,0,0,0,12,18,1,0.0
P02578,SM-A115F,1,1,1,0,0,0,0,7,14,8,0.0
P02579,SM-A135F,1,0,0,0,0,0,0,2,7,19,0.0
P02580,X693,1,0,0,0,1,0,0,0,3,14,0.0
P02581,2409BRN2CA,1,1,0,0,1,1,1,9,10,14,0.0
P02582,U60,0,0,0,0,0,0,0,1,10,1,0.0
P02583,Z2453,1,0,0,0,0,0,0,4,5,7,0.0
P02584,SM-T295,1,0,0,0,1,1,0,1,6,16,0.0
P02585,K15q,1,0,0,0,0,0,0,3,9,8,0.0
P02586,TA-1357,1,1,0,0,0,0,0,9,15,8,4.399974844120748
P02587,SM-A065F,1,1,0,0,1,0,0,7,8,9,0.0
P02588,CL6k,1,0,0,0,0,0,0,0,4,2,0.0
P02589,KL5,0,0,0,0,0,0,0,1,10,6,0.0
P02590,SM-N960U,1,1,1,0,1,0,0,8,14,4,0.0
P02591,24116RACCG,1,1,1,0,0,0,0,7,14,6,0.0
P02592,C21,1,1,1,0,0,0,0,5,10,6,0.0
P02593,SM-A325F,1,0,0,0,0,0,0,2,3,12,0.0
P02594,2409BRN2CG,1,1,0,0,1,1,1,7,11,7,0.0
P02595,BF6,1,0,0,0,1,1,1,3,11,26,0.0
P02596,DRA-LX9,1,1,1,1,0,0,0,3,4,7,0.0
P02597,SM-A165F,1,1,1,0,0,0,0,7,9,5,0.0
P02598,A662LM,1,1,1,0,1,1,0,9,10,22,0.0
P02599,A665L,1,1,1,1,1,0,0,11,14,22,0.0
P02600,BF6,1,1,1,0,0,0,0,4,10,15,0.0
P02601,WDY-LX2,1,1,1,0,1,1,0,3,4,5,0.0
P02602,SM-A055F,1,0,0,0,1,1,1,1,6,5,0.0
P02603,CLA5,1,1,1,0,0,0,0,9,13,9,0.0
P02604,24048RN6CG,1,1,1,1,0,0,0,12,17,19,0.0
P02605,SM-A055F,1,1,1,1,0,0,0,9,10,21,0.0
P02606,STK-L21,1,1,0,0,1,1,1,16,21,20,0.0
P02607,SM-A055F,1,1,0,0,0,0,0,7,9,5,0.0
P02608,SM-A165F,1,1,1,1,0,0,0,10,17,5,0.0
P02609,SM-A556E,1,1,1,0,0,0,0,8,16,2,0.0
P02610,SM-A065F,1,1,0,0,1,0,0,7,8,1,0.0
P02611,LC6a,1,1,0,0,0,0,0,10,13,3,0.0
P02612,SM-A055F,1,1,0,0,0,0,0,7,9,24,8.134660227040694
P02613,KL5,1,1,1,1,0,0,0,9,12,8,0.0
P02614,SM-A260F,1,0,0,0,0,0,0,4,11,14,0.0
P02615,24048RN6CG,0,0,0,0,0,0,0,2,9,6,0.0
P02616,SM-A032F,1,1,0,0,1,0,0,9,13,16,0.0
P02617,SM-A135F,1,1,1,1,1,0,0,9,12,12,0.0
P02618,SM-A057F,1,1,1,0,1,0,0,4,7,1,0.0
P02619,SM-G960F,1,0,0,0,0,0,0,2,4,7,0.0
P02620,24048RN6CG,1,1,1,1,0,0,0,9,18,5,0.0
P02621,RNE-L21,1,1,1,1,0,0,0,8,10,26,0.0
P02622,AB7,1,1,0,0,1,0,0,9,11,1,0.0
P02623,BG6i,0,0,0,0,0,0,0,4,11,16,5.831824914763534
P02624,LB7,1,0,0,0,0,0,0,1,2,3,7.079468144599948
P02625,C22,1,1,1,1,0,0,0,8,16,3,0.0
P02626,TB-X104F,1,1,0,0,0,0,0,4,12,2,0.0
P02627,SM-A032F,1,0,0,0,0,0,0,1,2,23,0.0
P02628,CD6,0,0,0,0,0,0,0,1,8,28,0.0
P02629,CPH2591,1,1,1,1,1,1,0,13,18,14,0.0
P02630,KG5j,1,1,1,0,1,1,1,9,17,29,0.0
P02631,Moto E13,1,1,0,0,1,0,0,9,12,27,0.0
P02632,BD4h,1,1,1,0,1,0,0,5,12,27,0.0
P02633,SM-A055F,1,1,1,0,0,0,0,7,8,10,0.0
P02634,X6525,1,0,0,0,1,1,0,0,7,2,0.0
P02635,SM-A226B,1,1,0,0,0,0,0,14,16,19,0.0
P02636,W6004P,1,0,0,0,1,1,1,1,2,20,0.0
P02637,W-K380-TVM2G,1,1,1,0,0,0,0,8,14,4,7.853115197579647
P02638,SM-G975F,1,1,1,0,0,0,0,6,12,18,0.0
P02639,L6002P,1,1,1,0,0,0,0,6,9,17,0.0
P02640,SM-X110,1,1,0,0,0,0,0,7,11,23,0.0
P02641,X6516,1,0,0,0,1,0,0,3,7,19,5.3543753114152155
P02642,SM-A032F,1,1,0,0,1,0,0,2,8,4,0.0
P02643,X6817,1,1,1,1,0,0,0,12,13,3,0.0
P02644,CPH1803,0,0,0,0,0,0,0,1,3,7,0.0
P02645,SM-A055F,1,1,1,1,0,0,0,6,15,17,0.0
